 n molecule, bond lenght (mean)                     , standart deviation
           1  0.88105727473097317        8.1414270423104690E-009
           2  0.88105729773241770        4.1028389659467484E-008
           3  0.88105727312496729        5.8583512077409039E-009
           4  0.88105726053331146        1.1211081740262541E-008
           5  0.88105725046303818        2.5216419997756521E-008
           6  0.88105726556444353        4.2530338666167327E-009
           7  0.88105726878760260        4.9057125579246208E-010
           8  0.88105725743653351        1.5870793082011084E-008
           9  0.88105726657860073        2.9680077743161248E-009
          10  0.88105727007448564        1.9837309045124597E-009
          11  0.88105728260179239        1.9330763776228931E-008
          12  0.88105726592398970        4.4788505279457298E-009
          13  0.88105726440682297        6.7696222418188925E-009
          14  0.88105726024598630        1.2624601271524052E-008
          15  0.88105723024465388        5.4778709202716207E-008
          16  0.88105725525778389        1.9023311119105271E-008
          17  0.88105726801913764        1.5060622096337720E-009
          18  0.88105726628372860        3.0717489065393730E-009
          19  0.88105726675757090        3.0872931805212385E-009
          20  0.88105725444007887        2.0165461098847902E-008
          21  0.88105725185262884        2.3917324353252664E-008
          22  0.88105728237024383        1.9511274927102909E-008
          23  0.88105726760571723        1.0423068343194313E-009
          24  0.88105726595251499        4.5744500227164720E-009
          25  0.88105727509845388        8.5352951417149017E-009
          26  0.88105726926343531        5.3822849412788169E-010
          27  0.88105726443581522        6.2644307795454794E-009
          28  0.88105726937782614        1.4184227576870583E-009
          29  0.88105725306695026        2.2339673475433236E-008
          30  0.88105727719800508        1.2088869551116291E-008
          31  0.88105726314943056        7.4507238235411413E-009
          32  0.88105726375489901        6.9044091656997274E-009
          33  0.88105727006085666        1.7735009045163942E-009
          34  0.88105727120614530        3.1635322789707002E-009
          35  0.88105726553427710        5.0594251573839748E-009
          36  0.88105726129006146        1.0765768045244347E-008
          37  0.88105727705374459        1.1463980608668780E-008
          38  0.88105727174363357        3.7785480799988623E-009
          39  0.88105725461632867        2.0497389286005747E-008
          40  0.88105726585653554        4.0677658903666093E-009
          41  0.88105727818337343        1.2436142733671648E-008
          42  0.88105726292941011        8.0264265868711321E-009
          43  0.88105726826638964        6.1428630001343167E-010
          44  0.88105726342904533        7.8033271452287756E-009
          45  0.88105726362242898        7.2471659837096170E-009
          46  0.88105726504691895        5.4822975252807550E-009
          47  0.88105726897612158        3.0018125833280938E-010
          48  0.88105729047328518        3.0621835345663794E-008
          49  0.88105727073688744        2.3558239333266629E-009
          50  0.88105725523396161        1.9747593911081326E-008
          51  0.88105727409383794        7.0650764101933767E-009
          52  0.88105727097237230        3.5603898660560057E-009
          53  0.88105725370851673        2.1023826565525740E-008
          54  0.88105728082308354        1.6416288564575169E-008
          55  0.88105727731143613        1.2100411925209677E-008
          56  0.88105726407718377        6.2305567815876013E-009
          57  0.88105727588485250        1.0257695549948137E-008
          58  0.88105726810239682        1.5473027234788075E-009
          59  0.88105726448961919        5.5798728007380430E-009
          60  0.88105726793055295        1.0298153128206080E-009
          61  0.88105725997718809        1.2497304038630473E-008
          62  0.88105726739538925        1.9677642788220843E-009
          63  0.88105725057687712        2.5441387637608720E-008
          64  0.88105728274613548        1.9626058343299338E-008
          65  0.88105727122949640        3.1603386094132259E-009
          66  0.88105716970856607        1.4065491836252113E-007
          67  0.88105725985956607        1.3456655811004320E-008
          68  0.88105727266624745        5.4658107707502682E-009
          69  0.88105729723239434        4.0251598284884569E-008
          70  0.88105726713803267        2.2340900329949133E-009
          71  0.88105726018765618        1.2302719279234588E-008
          72  0.88105726933649520        1.0815339486600610E-009
          73  0.88105726332526924        7.9304308412400429E-009
          74  0.88105725408573077        2.1216257325283990E-008
          75  0.88105729220008178        3.3333022914501906E-008
          76  0.88105726288514541        8.0753002183852663E-009
          77  0.88105726338291135        8.1556347401686662E-009
          78  0.88105727017449587        1.8016787077207691E-009
          79  0.88105724780010120        2.9738661029683026E-008
          80  0.88105727296157488        5.1770864430679800E-009
          81  0.88105726660004180        2.9931491395916768E-009
          82  0.88105726820374641        9.0240737734266316E-010
          83  0.88105727120554267        3.4409174866093316E-009
          84  0.88105725667441037        1.6931960142817017E-008
          85  0.88105725606809582        1.8337670220950747E-008
          86  0.88105726654527938        3.0130045454915051E-009
          87  0.88105727396912903        7.2430907788339998E-009
          88  0.88105727892520358        1.4115480209249805E-008
          89  0.88105725221069886        2.3142018228781057E-008
          90  0.88105727213365459        4.9192824194412002E-009
          91  0.88105727015483060        1.9262155305850555E-009
          92  0.88105726635461956        3.6808122586781409E-009
          93  0.88105727173941772        4.8358995633366525E-009
          94  0.88105719658821224        1.0224928071779973E-007
          95  0.88105727165498937        3.3853837129637169E-009
          96  0.88105727298561776        5.4420468726729322E-009
          97  0.88105727794265654        1.2885439165071627E-008
          98  0.88105727435237524        8.0648218079393714E-009
          99  0.88105727117481569        3.4242625482725118E-009
         100  0.88105726622997416        3.9210763638636062E-009
         101  0.88105727424844815        7.7236407417918560E-009
         102  0.88105727080114937        2.8811349563247639E-009
         103  0.88105726725186118        2.3753461244647327E-009
         104  0.88105726990596123        1.4515496611880141E-009
         105  0.88105728056051424        1.7048275166715910E-008
         106  0.88105724393435558        3.4582992573609332E-008
         107  0.88105726960139330        7.1633585276116968E-010
         108  0.88105727625640851        1.1121780354379818E-008
         109  0.88105723847601769        4.2646037489188234E-008
         110  0.88105726911600069        4.5066976809649416E-010
         111  0.88105727114787091        3.3557234960184004E-009
         112  0.88105725898195419        1.3217165938016731E-008
         113  0.88105726886329172        1.0389638626915973E-010
         114  0.88105725995010886        1.2703738702967780E-008
         115  0.88105727448744220        7.9990571137558442E-009
         116  0.88105727452171767        7.9372591833482952E-009
         117  0.88105726887585656        4.1438190108781794E-010
         118  0.88105727057440708        2.4273028829724484E-009
         119  0.88105727545128742        9.6841511184729195E-009
         120  0.88105726717445509        2.1491313268616357E-009
         121  0.88105725652883693        1.7474937099640971E-008
         122  0.88105727169193104        3.5688765876413132E-009
         123  0.88105727799057088        1.2426237563805775E-008
         124  0.88105726605744195        4.1742557311072398E-009
         125  0.88105725003024737        2.6151429455121723E-008
         126  0.88105728010232554        1.5888616884026953E-008
         127  0.88105726223635072        8.6193876874997810E-009
         128  0.88105726080836932        1.1842523549611227E-008
         129  0.88105724441231814        3.4421282137153386E-008
         130  0.88105733049956292        8.6447262553030872E-008
         131  0.88105725362939413        2.1584394833208863E-008
         132  0.88105727125220945        3.4121686069672259E-009
         133  0.88105725876870489        1.4476775472836933E-008
         134  0.88105727726753791        1.1991149030861790E-008
         135  0.88105725549186775        1.8540117150642884E-008
         136  0.88105726517611804        5.1214046449083608E-009
         137  0.88105726366223391        7.6930424118676364E-009
         138  0.88105726594596934        4.2284139569731519E-009
         139  0.88105729309708314        3.4198974109224474E-008
         140  0.88105726779040483        1.3036447177365495E-009
         141  0.88105726425213582        6.4696495627396346E-009
         142  0.88105743106435852        2.2762162857345504E-007
         143  0.88105728548716977        2.4170161285460429E-008
         144  0.88105727364559139        6.3407087413519087E-009
         145  0.88105726999759992        2.2663597269475392E-009
         146  0.88105727915345089        1.4588074546204347E-008
         147  0.88105727062788797        2.4393474335986486E-009
         148  0.88105727146005497        3.6984505581356617E-009
         149  0.88105727089187946        3.1402588084992350E-009
         150  0.88105731219110706        6.0930143586332002E-008
         151  0.88105727027916891        1.8275314447318003E-009
         152  0.88105727350857332        7.1751534592863653E-009
         153  0.88105727383933929        7.7007763009141425E-009
         154  0.88105713251812146        1.9422604327036310E-007
         155  0.88105726950298002        9.5511231669405545E-010
         156  0.88105726734329715        2.4758082910296219E-009
         157  0.88105727521370436        9.1822929495962968E-009
         158  0.88105727035056436        2.4557459047721103E-009
         159  0.88105725288118719        2.2299009376365732E-008
         160  0.88105728253467186        1.9687148914892764E-008
         161  0.88105726272006890        8.6752136443701717E-009
         162  0.88105725600094165        1.7708281902094677E-008
         163  0.88105727296216785        5.8149380591954844E-009
         164  0.88105727041367243        2.3227192173104577E-009
         165  0.88105726741396662        2.2014258994211934E-009
         166  0.88105727603938233        1.0192115503279903E-008
         167  0.88105726702846054        2.3035955343202472E-009
         168  0.88105726659983741        2.6823849737833058E-009
         169  0.88105727322999394        6.2937892199896374E-009
         170  0.88105728248685189        1.8969240604900165E-008
         171  0.88105726536999585        4.9968501309712653E-009
         172  0.88105727623662133        1.0124159686175310E-008
         173  0.88105725889386843        1.4163050527474814E-008
         174  0.88105726971655451        1.4808030755712880E-009
         175  0.88105727000338596        1.5603346265099710E-009
         176  0.88105721321843256        7.8678482667163542E-008
         177  0.88105727871027872        1.4012038564713693E-008
         178  0.88105723094885802        5.3699835953807811E-008
         179  0.88105727644121468        1.0846866000418881E-008
         180  0.88105708714734554        2.5947829833864828E-007
         181  0.88105726827134412        4.8888849574803180E-010
         182  0.88105727051564198        2.9985075825228477E-009
         183  0.88105725896295006        1.4050026156595898E-008
         184  0.88105726789269678        2.0490014465373412E-009
         185  0.88105727494159980        8.0594716991442265E-009
         186  0.88105731468033988        6.4297505059057164E-008
         187  0.88105726786904393        1.7615128764341618E-009
         188  0.88105726691836106        2.1005236598250996E-009
         189  0.88105726343285695        7.8219262971838125E-009
         190  0.88105726596498302        3.7400196080517930E-009
         191  0.88105729118932563        3.0952696823834563E-008
         192  0.88105726468976264        6.1727333000785700E-009
         193  0.88105725854594086        1.4786492709996750E-008
         194  0.88105726955177399        1.8613197720538617E-009
         195  0.88105727585682025        9.7786877231488537E-009
         196  0.88105726842659859        9.3754678670731958E-010
         197  0.88105727756575047        1.2274005411112478E-008
         198  0.88105727348422525        6.3143400523218169E-009
         199  0.88105726722007560        2.1173335525635498E-009
         200  0.88105727109752163        3.1957050848944247E-009
