 n molecule, bond lenght (mean)                     , standart deviation
           1  0.88105696183720761        9.6389924254691329E-007
           2  0.88105852143958518        1.3976636914262749E-006
           3  0.88105540138087102        2.7646599353519511E-006
           4  0.88105881005282038        2.1709517662841700E-006
           5  0.88105686583400022        7.2884685570139891E-007
           6  0.88105841588159606        1.4950144925059372E-006
           7  0.88105463655904581        4.3385566567221504E-006
           8  0.88105812244038495        1.1018067248388220E-006
           9  0.88105751102936258        4.4343494346090290E-007
          10  0.88105717247720905        6.0151736307187526E-007
          11  0.88105970621880170        3.1124196032217453E-006
          12  0.88106280681927507        7.1313363606669355E-006
          13  0.88105650629660193        1.9210325238953594E-006
          14  0.88105880483908761        1.2854934971269419E-006
          15  0.88105699143180216        5.1312426883869343E-007
          16  0.88105733531644537        3.7057517020977801E-007
          17  0.88105787677095959        5.0959120067899772E-007
          18  0.88105618875028402        1.5202296204702138E-006
          19  0.88105708628075663        4.0483586752317986E-007
          20  0.88105756142709524                            NaN
          21  0.88105561521703468        1.9219381947430330E-006
          22  0.88105694919122923        7.4368521587883640E-007
          23  0.88105671855328849                            NaN
          24  0.88105632555135183        1.6764181712540712E-006
          25  0.88105552266270504        2.3725090951950994E-006
          26  0.88105729609523353        4.2908201382406636E-007
          27  0.88105719988236963        6.2103573613456092E-007
          28  0.88105602573830533        1.7421248285873791E-006
          29  0.88105704351983538        1.3347766155117084E-006
          30  0.88105920301299590        2.1823338542757673E-006
          31  0.88105792589848797        6.7984515754252815E-007
          32  0.88105391500124275        4.6013296566795477E-006
          33  0.88105706540575468        5.5648060903075381E-007
          34  0.88105664667681338        9.5371774940421808E-007
          35  0.88105759391883731        3.0392241670937105E-007
          36  0.88105774902827216        3.8072676404117486E-007
          37  0.88105965630075866        3.1244493960431446E-006
          38  0.88105668896351652        8.1164526883785067E-007
          39  0.88105405612120913        4.5156503130134741E-006
          40  0.88105950529880583        3.1372180129976802E-006
          41  0.88105962165776608        3.4008447949455858E-006
          42  0.88105631408927587        1.6044479604246099E-006
          43  0.88105825892549439        1.7094578375067025E-006
          44  0.88105729445546654        1.0624193646410550E-007
