 n molecule, bond lenght (mean)                     , standart deviation
         159  0.88105735884507308        1.4254966494944827E-007
         160  0.88105638433588862        1.1883991408490650E-006
         161  0.88105753716913837        3.7198046745467508E-007
         162  0.88105748579949239        2.2891260639859373E-007
         163  0.88105691947331921        4.5568237956005704E-007
         164  0.88105752659249204        3.8991856678425259E-007
         165  0.88105757490259939        4.2303235926152558E-007
         166  0.88105738581115212        1.8409009199581687E-007
         167  0.88105718638919583        6.4639687422726686E-008
         168  0.88105735553123743        8.2626488549911853E-008
         169  0.88105648581180518        1.0413812064964921E-006
         170  0.88105711028510669        1.9114674184992403E-007
         171  0.88105709363153417        1.9383123418882655E-007
         172  0.88105734834801475        1.3679291585153830E-007
         173  0.88105656204864513        9.4421223402382885E-007
         174  0.88105689390488451        5.0266059604394647E-007
         175  0.88105660746354308        9.0052637282069155E-007
         176  0.88105726116766814        8.3642671775644088E-009
         177  0.88105767402139523        5.6104861829138630E-007
         178  0.88105725471716989        1.0955025996296062E-008
         179  0.88105724239580330        5.1583181600038842E-008
         180  0.88105667960554379        8.0520994931877484E-007
         181  0.88105738362596542        1.5668981567221085E-007
         182  0.88105666713139608        8.0741412177952333E-007
         183  0.88105708112310355        2.6535331940649958E-007
         184  0.88105729363761165        1.2191000719658267E-007
         185  0.88105736756576214        1.8372416238331255E-007
         186  0.88105709776715491        2.3538659274483577E-007
         187  0.88105655151714080        9.2733808389838080E-007
         188  0.88105731384301622        6.2410152993239274E-008
         189  0.88105703240965649        3.0669380705820265E-007
         190  0.88105702072688263        3.7521888296656556E-007
         191  0.88105681290181037        6.1686450702781103E-007
         192  0.88105701943183090        3.3220549297798174E-007
         193  0.88105724655288309        8.2727708272963234E-008
         194  0.88105684674788354        5.7901947430775524E-007
         195  0.88105725877791619        7.7761762853084497E-009
         196  0.88105725448777017        2.1049215076766491E-008
         197  0.88105729988535775        5.9013736213644411E-008
         198  0.88105736052322003        1.9832920115062127E-007
         199  0.88105783401510707        7.9412306190837630E-007
         200  0.88105679985209717        6.2585169809948309E-007
