 n molecule, bond lenght (mean)                     , standart deviation
         103  0.88101418455199865        1.3519665530172558E-005
         104  0.88105004079119131        2.3577598309585498E-005
         105  0.88108852535960347        1.0753379864980630E-004
         106  0.88115327448480840        6.0516283958570004E-005
         107  0.88114946218152623        7.2764000437209442E-005
         108  0.88112191175080590        7.4305403981825329E-005
         109  0.88106972783563220        3.2861600856004955E-005
         110  0.88113623928016038        5.0320097346471222E-005
         111  0.88107585601739269        6.7807811957495390E-005
         112  0.88109754021169140        6.0554983515911409E-005
         113  0.88108314573473889        4.2420349898060779E-005
         114  0.88118593422185987        7.1324405792149716E-005
         115  0.88112367309793382        5.5352653228904143E-005
         116  0.88095811708642102        1.0055566691000797E-004
         117  0.88109459615413110        3.8922184315942498E-005
         118  0.88104369226567270        1.1162996627171099E-004
         119  0.88110177574059756        7.7344354102024568E-005
         120  0.88104852162013103        2.1932141401285679E-005
         121  0.88104248216634751        4.6803181158617247E-005
         122  0.88122602510102155        2.3825806637757776E-004
         123  0.88099407305987532        5.8315491800416506E-005
         124  0.88118448345029643        1.2020694960577278E-004
         125  0.88108532741561374        7.4522997241952688E-005
         126  0.88118760962677600        1.6922765364596747E-004
         127  0.88102716564488359        4.0868218322883822E-005
         128  0.88111311553195060        9.5807905725592250E-005
         129  0.88107425533186945        5.7922825141578280E-005
         130  0.88108002580066136                            NaN
         131  0.88106089913090313        7.5109015421787106E-006
         132  0.88107910400875067        7.4137808208140819E-005
         133  0.88101886663106066                            NaN
         134  0.88108971494039434        1.3612166073808876E-004
         135  0.88104327872632615        3.2716521217229292E-005
         136  0.88115545467980638        1.4932573544397724E-004
         137  0.88104570922518433        7.2056403676811422E-005
         138  0.88106394341517369        8.4219984390714194E-005
         139  0.88116457971723394        1.3440537030306483E-004
         140  0.88101207782750335        7.3103924543106767E-005
         141  0.88108210774229967        9.9993270941304917E-005
         142  0.88102521018956359        2.0009711447665938E-005
         143  0.88102814199580715        4.8879473881141763E-005
         144  0.88113615584134453        7.1894237176952719E-005
         145  0.88120075807299347        1.4808103986455458E-004
         146  0.88110396598561502        5.7736733850924890E-005
         147  0.88114627098027454        4.6994299405575762E-005
         148  0.88117804978117908        1.4567215618195933E-004
         149  0.88109353172719074        5.3338090148750271E-005
         150  0.88110276609501226        4.8421585403015942E-005
         151  0.88114149397815777        1.2221679261158243E-004
         152  0.88111440002264541        7.6065419977506843E-005
         153  0.88107261954648719        3.1572334261480699E-005
         154  0.88106406874152221        6.4995908976044441E-005
         155  0.88112906609209818        6.3104572733744637E-005
         156  0.88106638863492348        7.0491744825316508E-005
         157  0.88107133664318749        5.7245456448590843E-005
         158  0.88113073928383312        9.2523951040985258E-005
         159  0.88108911052181771        8.0522286232738343E-005
         160  0.88111598268574109        4.3350729030314385E-005
         161  0.88102643195177055        6.2491322691897084E-005
         162  0.88117058491268152        1.3894286192552748E-004
         163  0.88110357329190503        8.7943790000357566E-005
         164  0.88105098546233396        8.7158354506911343E-005
         165  0.88104638105522770        1.5616380646721179E-005
         166  0.88104715209990936        6.2731123997982271E-005
         167  0.88103355009148177        9.7876974631257030E-005
         168  0.88118548452782708        1.1537523125285375E-004
         169  0.88112645089902808        1.0042054241588085E-004
         170  0.88134598148335985        4.2587407018197023E-004
         171  0.88102330675134544        5.0318279004493976E-005
         172  0.88102525286822642        6.6471857628261818E-005
         173  0.88103829341671480        4.3925165488129002E-005
         174  0.88101864487745452        4.3542783916709016E-005
         175  0.88102791796977764        8.9058693799018752E-005
         176  0.88115750474485177        9.4268485860004219E-005
         177  0.88104605542567016        4.6601004191958117E-005
         178  0.88111421129013634        7.3261592506715256E-005
         179  0.88110737042834175        6.7275167349465932E-005
         180  0.88081299645988242        1.7211082173720590E-004
         181  0.88109273408701483        8.2181187383227226E-005
         182  0.88107247680552636        5.6502864038967533E-005
         183  0.88111731118290582        1.1755973631016565E-004
         184  0.88109330979282696        9.4955335601331448E-005
         185  0.88109335704242120        6.3603611033772551E-005
         186  0.88101851391370367        6.7495350610748716E-005
         187  0.88116322656218937        9.1810113478530992E-005
         188  0.88099234984497876        3.8047517142290447E-005
         189  0.88165712270506080        4.1176659900943828E-004
         190  0.88110989083117985        7.7436464590718661E-005
         191  0.88106421964794457        2.5796924805723485E-005
         192  0.88098018667349998        8.8033258475625671E-005
         193  0.88104295662649124        5.0624102666474702E-005
         194  0.88107903464557158        6.6732574913984526E-005
         195  0.88108344359640245        6.5494802712226109E-005
         196  0.88106080340614723        9.3731261002960185E-005
         197  0.88097956622645446        9.9069904900829828E-005
         198  0.88110358005559408        6.6116536863782300E-005
         199  0.88104754879877945        2.4642993983196907E-005
         200  0.88104181825922800        1.5627905062297237E-005
