 n molecule, bond lenght (mean)                     , standart deviation
          58  0.88103784717093026        1.2365471085642932E-005
          59  0.88105055797243859        7.3873327446257030E-006
          60  0.88105252848939519        4.4711125100232131E-006
          61  0.88107435049902350        3.5446349750726481E-005
          62  0.88105193021248340        5.2978175492709061E-006
          63  0.88107149053124589        1.6351910431923166E-005
          64  0.88104965181898021        1.8724510159226681E-005
          65  0.88105706492607405        1.9632180085550768E-005
          66  0.88106212892497915        1.0264565054073686E-005
          67  0.88106908516739624        2.3095493790396381E-005
          68  0.88106003496612961        9.8863905131840760E-006
          69  0.88105526800976908        2.2347140692497052E-005
          70  0.88105132924750029        1.9121554544134945E-005
          71  0.88106885012507108        1.6522884835892103E-005
          72  0.88106519701986452        1.5945550668328279E-005
          73  0.88105679766239353        3.6492894724002454E-006
          74  0.88106700047658804        1.9445789728842496E-005
          75  0.88104928694185214        8.2057519499873011E-006
          76  0.88107599782137369        1.6523841518778368E-005
          77  0.88104714170083864        1.7515171554735665E-005
          78  0.88106868768909186        2.0985109529940585E-005
          79  0.88107259830051465        1.2416922262360402E-005
          80  0.88105364867698188        3.2462265749073019E-006
          81  0.88105342091328331        5.5249688415325732E-006
          82  0.88102914589005910        2.0376256264385376E-005
          83  0.88106369174792809        1.4926677265060632E-005
          84  0.88105369979414050        1.4627828857215948E-005
          85  0.88104110766576971        1.2567719361866209E-005
          86  0.88106958892719878        1.6051128365974269E-005
          87  0.88106365017960275        1.7279782047244470E-005
          88  0.88106125509512767        1.1502812751816981E-005
          89  0.88105198991308409        2.0238697262223659E-005
          90  0.88105729962668977        8.8345774118883398E-006
          91  0.88105195937543979        5.5445920866759481E-006
          92  0.88106085960574498        6.3003559587445305E-006
          93  0.88107781309197486        2.0840265963276458E-005
          94  0.88106700263477222        2.5222406456418107E-005
          95  0.88107304425559752        2.2482058793099982E-005
          96  0.88106816887512573        2.0243280218469118E-005
          97  0.88105376178531092        8.7774609534894008E-006
          98  0.88105501742671954        1.7069135340436502E-005
          99  0.88106080898583572        1.4319630923377546E-006
         100  0.88105661884979103        2.3810091999184625E-005
         101  0.88103351960427789        2.1223427207109867E-005
         102  0.88105785912176449        1.8072175573431325E-005
         103  0.88105583656513520        1.6024371634266574E-006
         104  0.88105120837188788        1.3959611048291830E-005
         105  0.88105261660199818        3.7409162090725660E-006
         106  0.88107996229360663        3.2308825583493621E-005
         107  0.88104041554359702        1.4120198788070276E-005
         108  0.88107312507513147        4.5185281679037627E-005
         109  0.88103184553722558        3.5820940198971872E-005
         110  0.88102710536582707        2.3567880603487065E-005
         111  0.88106494057476459        8.4560252830962851E-006
         112  0.88104460292593656        5.7236410262776236E-006
         113  0.88104512729868167        1.0078261000034510E-005
         114  0.88109671200111983        6.3932640783115232E-005
         115  0.88108714066491001        2.6869762134566509E-005
         116  0.88104783017283783        2.5344481512941702E-005
         117  0.88105848015319843        1.9926460513853573E-006
         118  0.88106659400582599        3.4066862966260575E-006
         119  0.88106731492622303        1.1133340812694933E-005
         120  0.88105869281908322        1.2910269915584268E-005
         121  0.88110268531885538        6.1459923729169485E-005
         122  0.88106909195451710        3.5329169239267823E-005
         123  0.88106687381688464        2.6269664412357392E-005
         124  0.88102866976620708        2.3850132504819929E-005
         125  0.88105290942745718        3.3057931200762223E-005
         126  0.88107799743496429        2.3562128343122214E-005
         127  0.88106537608211444        1.0906127707899818E-005
         128  0.88103313237019909        2.0195674448320681E-005
         129  0.88109260050529292        3.6210352009652473E-005
         130  0.88107726800897390        2.9230383148197204E-005
         131  0.88105570323244609        4.3208744252460803E-006
         132  0.88104848874323693        1.8380940513235743E-005
         133  0.88105279941967807        8.6688466524004460E-006
         134  0.88105878939699656        7.1631122347393117E-006
         135  0.88108383613722197        2.2835712687276887E-005
         136  0.88108593675920110        3.0136690259530490E-005
         137  0.88106587369021983        1.1028383352944637E-005
         138  0.88107237502155800        1.5250851164673931E-005
         139  0.88104905299835534        2.8043704132704603E-005
         140  0.88107779507387418        1.8870685450166418E-005
         141  0.88106210508103200        3.9838906972848365E-006
         142  0.88103158721152386        2.6575865510136670E-005
         143  0.88106146527342510        9.2096389740995188E-006
         144  0.88105848153324839        1.2694268310280492E-005
         145  0.88107517271583458        3.1525393765895664E-005
         146  0.88105982741016042        8.2623699034422423E-006
         147  0.88107576156330358        1.2860705380671361E-005
         148  0.88104527197742488        1.2065670122846918E-005
         149  0.88106398527055918        1.8419589642303575E-005
         150  0.88104613689429445        1.5447395056307965E-005
         151  0.88105355040347100        4.7232526800955254E-006
         152  0.88107889744493317        1.3615709409007374E-005
         153  0.88108737744182664        3.8220871093505925E-005
         154  0.88105224054901898        6.7136569360748881E-006
         155  0.88106607276414106        1.4197150354437029E-005
         156  0.88105389554150648        1.4338986790923795E-005
         157  0.88103883008952222        3.7466967387097481E-005
         158  0.88107458072180445        1.6962523504227928E-005
         159  0.88107552723364668        2.5550471535826648E-005
         160  0.88106387108373807        5.5038867602675855E-006
         161  0.88106929729853256        1.0446141937556526E-005
         162  0.88105692087808729        6.6034566140419009E-006
         163  0.88105646024165996        4.4753682676555004E-007
         164  0.88110465901643498        5.0058900467618839E-005
         165  0.88102717843231237        2.5949906614572981E-005
         166  0.88108225136656104        2.8842546107881555E-005
         167  0.88105803430808172        9.9647968489683826E-006
         168  0.88107468015677759        3.0232678896018373E-005
         169  0.88106439026856143        5.6816721126836799E-006
         170  0.88108154950595541        3.4080748479755292E-005
         171  0.88104811363431390        1.2698344490678074E-005
         172  0.88104201948274763        1.1235433436841504E-005
         173  0.88104913620892822        8.8716666102504337E-006
         174  0.88105369624352170        1.1421495259587814E-005
         175  0.88104056101968331        1.6192903332478630E-005
         176  0.88109198808431444        4.2051382756803744E-005
         177  0.88104645260919556        1.1211259387522588E-005
         178  0.88107203568122949        2.5927470035190340E-005
         179  0.88103944539147694        1.1428692700377764E-005
         180  0.88104294335800981        1.0182077562304398E-005
         181  0.88104633536281052        1.9229063779745918E-005
         182  0.88103691522594152        2.1696354959356321E-005
         183  0.88105639432900229        7.1044664523399975E-006
         184  0.88104882525753758        1.4394406359165633E-005
         185  0.88106580210603658        2.7618231166174844E-005
         186  0.88104484566976515        2.2228982669501578E-005
         187  0.88101516069801866        4.8907067914281564E-005
         188  0.88107266487789249        4.8883346450382461E-005
         189  0.88105940894269053        1.6933965326510488E-005
         190  0.88108609514451308        3.4106677210246575E-005
         191  0.88106401339240792        1.8782280015473703E-005
         192  0.88103998345527612        1.3263541279456616E-005
         193  0.88105919215306061        3.3467672200664535E-006
         194  0.88106660964187977        6.5993554616207760E-006
         195  0.88107504501351974        1.7048468672456167E-005
         196  0.88107885245311357        4.2147066693786834E-005
         197  0.88107988834837425        2.8727598081355733E-005
         198  0.88105031946042411        6.6052175559043230E-006
         199  0.88105804768890128        5.0004368191722427E-006
         200  0.88104242326834481        9.7868110454037808E-006
